player_id,minutes_played,attempted_passes,xpass_completion_percentage,season_name
2lqRRvNxqr,58,35,0.8183,2018
2lqRRvNxqr,93,59,0.8135,2018
2lqRRvNxqr,95,35,0.7734000000000001,2018
2lqRRvNxqr,98,34,0.8310000000000001,2018
2lqRRvNxqr,62,31,0.7792,2018
2lqRRvNxqr,83,35,0.7969,2018
2lqRRvNxqr,70,39,0.8396,2018
2lqRRvNxqr,103,48,0.8260000000000001,2019
2lqRRvNxqr,83,29,0.8423,2019
2lqRRvNxqr,49,20,0.8726,2019
2lqRRvNxqr,86,32,0.7971,2019
2lqRRvNxqr,41,21,0.7812,2019
2lqRRvNxqr,102,21,0.8279000000000001,2019
2lqRRvNxqr,102,75,0.7978000000000001,2019
2lqRRvNxqr,96,49,0.7889,2019
2lqRRvNxqr,94,31,0.8313,2019
2lqRRvNxqr,72,35,0.8899,2019
2lqRRvNxqr,102,33,0.7883,2019
2lqRRvNxqr,92,61,0.8211,2019
2lqRRvNxqr,96,35,0.7673,2019
2lqRRvNxqr,100,57,0.8398,2019
2lqRRvNxqr,95,70,0.8669,2020
2lqRRvNxqr,62,31,0.8864000000000001,2020
2lqRRvNxqr,95,85,0.8427,2020
2lqRRvNxqr,98,30,0.8079000000000001,2020
2lqRRvNxqr,97,46,0.877,2020
2lqRRvNxqr,80,37,0.8608,2020
2lqRRvNxqr,101,56,0.8249000000000001,2020
2lqRRvNxqr,94,43,0.8303,2020
2lqRRvNxqr,47,17,0.8686,2020
2lqRRvNxqr,85,72,0.8733000000000001,2020
2lqRRvNxqr,47,54,0.8824000000000001,2020
2lqRRvNxqr,46,25,0.8637,2020
2lqRRvNxqr,101,57,0.8791,2020
2lqRRvNxqr,95,54,0.8546,2020
2lqRRvNxqr,38,20,0.6959000000000001,2020
2lqRRvNxqr,49,12,0.8423,2020
2lqRRvNxqr,48,37,0.8946000000000001,2020
2lqRRvNxqr,62,12,0.873,2020
2lqRRvNxqr,71,41,0.8353,2020
2lqRRvNxqr,100,48,0.8939,2020
2lqRRvNxqr,65,38,0.8517,2021
2lqRRvNxqr,46,18,0.8208000000000001,2021
2lqRRvNxqr,33,6,0.7813,2021
2lqRRvNxqr,78,31,0.7516,2022
2lqRRvNxqr,100,49,0.875,2022
2lqRRvNxqr,100,40,0.8505,2022
2lqRRvNxqr,84,43,0.8979,2022
2lqRRvNxqr,47,8,0.5892000000000001,2022
